incident_number,arrest_date,gender,race,age,charge,most_serious,arrest
12BU003568,2/11/2012 0:45,Female,White,47,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
12BU003626,2/11/2012 21:37,Male,Asian - A,35,Negligent Operation,1,TRUE
12BU003648,2/12/2012 1:48,Female,White,23,Driving Under The Influence - First Offense,1,TRUE
12BU003760,2/13/2012 18:55,Male,White,43,Aggravated Sexual Assault,1,TRUE
12BU003760,2/13/2012 18:55,Male,White,43,Kidnapping,0,TRUE
12BU003774,2/13/2012 19:53,Male,White,19,Aggravated Assault,1,TRUE
12BU003790,2/14/2012 9:57,Female,White,47,False Information To A Police Officer,1,TRUE
12BU003790,2/14/2012 9:57,Female,White,47,Driving With A Criminally Suspended License,0,TRUE
12BU003812,2/14/2012 15:35,Male,White,32,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
12BU003814,2/14/2012 16:02,Male,White,28,Retail Theft (Misdemeanor),0,TRUE
12BU003815,2/14/2012 18:14,Male,White,51,Domestic Assault,1,TRUE
12BU003818,2/14/2012 15:15,Male,White,23,Leaving Scene Of An Accident,1,TRUE
12BU003822,2/14/2012 21:17,NA,NA,NA,Leaving Scene Of An Accident,1,TRUE
12BU003823,2/9/2012 2:50,Male,White,42,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
12BU003846,2/14/2012 23:45,Male,White,22,Driving Under The Influence - Criminal Refusal,1,TRUE
12BU003851,2/15/2012 1:28,Male,White,23,Resisting Arrest,0,TRUE
12BU003851,2/15/2012 1:28,Male,White,23,Disorderly Conduct - All Other,0,TRUE
12BU003851,2/15/2012 1:28,Male,White,23,Aggravated Assault,1,TRUE
12BU003875,2/21/2012 15:20,Female,White,34,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",0,TRUE
12BU003875,2/21/2012 15:20,Female,White,34,Unlawful Trespass (Misdemeanor),0,TRUE
12BU003875,2/21/2012 15:20,Female,White,34,Disorderly Conduct - All Other,0,TRUE
12BU003875,2/21/2012 15:20,Female,White,34,Violation Of Conditions Of Release (Other),0,TRUE
12BU003893,2/15/2012 15:00,NA,NA,NA,Burglary,1,TRUE
12BU003893,3/13/2012 8:05,Male,White,22,Burglary,1,TRUE
12BU003898,2/15/2012 15:48,Male,White,33,NA,0,TRUE
12BU003900,3/23/2012 19:25,Female,White,46,"Drugs - Cocaine, Possession >25 Gm",1,TRUE
12BU003900,3/23/2012 19:25,Female,White,46,"Drugs - Cocaine, Sale <2.5 Gm",0,TRUE
12BU003900,3/23/2012 19:25,Female,White,46,Drugs - Sale On School Grounds Prohibited,1,TRUE
12BU003908,2/15/2012 16:00,NA,NA,NA,Domestic Assault - 1st Degree Aggravated,1,TRUE
12BU003910,2/15/2012 20:39,Female,Asian - A,22,Unlawful Mischief (Misdemeanor),0,TRUE
12BU003917,2/15/2012 19:21,NA,NA,NA,Stolen Property Receiving (Possession Of) Stolen Property (Felony),0,TRUE
12BU003917,3/13/2012 8:10,Male,White,22,Stolen Property Receiving (Possession Of) Stolen Property (Felony),0,TRUE
12BU003919,2/15/2012 19:52,Male,White,31,Escape,1,TRUE
12BU003929,2/16/2012 0:48,Female,White,21,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
12BU003929,2/16/2012 0:48,Female,White,21,Driving With A Criminally Suspended License,0,TRUE
12BU003929,2/16/2012 0:48,Female,White,21,False Information To A Police Officer,0,TRUE
12BU003937,2/16/2012 0:38,Male,White,24,Disorderly Conduct - All Other,1,TRUE
12BU003937,2/16/2012 0:35,Male,White,22,Disorderly Conduct - All Other,NA,TRUE
12BU003940,2/16/2012 0:55,Male,White,21,Disorderly Conduct - All Other,1,TRUE
12BU003940,2/16/2012 0:55,Male,White,33,Disorderly Conduct - All Other,NA,TRUE
12BU003945,2/16/2012 4:18,Male,White,22,Driving Under The Influence - First Offense,1,TRUE
12BU003957,2/16/2012 10:28,NA,NA,NA,False Pretenses,1,TRUE
12BU003957,2/16/2012 10:28,NA,NA,NA,Petit Larceny From A Building/Residence/Structure,0,TRUE
12BU003957,4/12/2012 11:35,Male,White,23,Forgery/Counterfeit,1,TRUE
12BU003957,4/12/2012 11:35,Male,White,23,Uttering A Forged Instrument,0,TRUE
12BU003957,4/12/2012 11:35,Male,White,23,Petit Larceny From A Building/Residence/Structure,0,TRUE
12BU003988,2/16/2012 15:17,Male,White,52,Unlawful Trespass (Misdemeanor),0,TRUE
12BU003998,2/16/2012 17:36,Male,Black,19,NA,0,TRUE
12BU004022,2/17/2012 0:52,NA,NA,NA,Driving Under The Influence - First Offense,0,TRUE
12BU004029,2/17/2012 1:57,Male,Black,33,Disorderly Conduct - All Other,1,TRUE
12BU004029,2/17/2012 1:55,Male,Black,19,Disorderly Conduct - All Other,1,TRUE
12BU004031,2/17/2012 2:34,Male,White,24,Simple Assault,1,TRUE
12BU004031,2/17/2012 2:34,Male,White,32,Disorderly Conduct - All Other,0,TRUE
12BU004037,2/17/2012 10:18,Male,Unknown - U,25,Driving With A Criminally Suspended License,1,TRUE
12BU004040,2/17/2012 10:00,Female,White,33,NA,0,TRUE
12BU004048,2/17/2012 16:43,Male,White,41,Driving Under The Influence - First Offense,0,TRUE
12BU004089,2/18/2012 0:45,Male,White,25,Driving Under The Influence - First Offense,1,TRUE
12BU004120,2/18/2012 1:41,Male,White,26,Disorderly Conduct - All Other,1,TRUE
12BU004171,2/19/2012 0:32,Male,White,21,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
12BU004198,2/19/2012 8:42,Male,Black,34,Aggravated Assault,0,TRUE
12BU004217,2/19/2012 13:29,Male,White,21,Negligent Operation,1,TRUE
12BU004237,2/20/2012 0:55,Male,White,23,Violation Of An Abuse Prevention Order,1,TRUE
12BU004247,2/19/2012 22:55,Male,White,18,Unlawful Mischief (Misdemeanor),0,TRUE
12BU004247,2/19/2012 22:55,Male,White,18,Violation Of Conditions Of Release (Other),0,TRUE
12BU004247,2/19/2012 22:55,Male,White,18,Simple Assault,1,TRUE
12BU004247,2/19/2012 22:55,Male,White,18,Reckless Endangerment,0,TRUE
12BU004278,2/20/2012 13:59,Female,Black,14,Disorderly Conduct - All Other,1,TRUE
12BU004286,2/20/2012 17:07,Female,White,10,Simple Assault,1,TRUE
12BU004292,2/20/2012 17:40,Male,White,30,Escape,1,TRUE
12BU004303,2/20/2012 22:06,Male,White,16,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
12BU004303,2/20/2012 22:06,Female,White,17,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
12BU004345,2/22/2012 9:30,Male,Asian - A,26,Aggravated Assault,1,TRUE
12BU004362,2/21/2012 17:51,Female,White,26,Driving With A Criminally Suspended License,1,TRUE
12BU004373,2/21/2012 18:52,Male,White,27,Driving With A Criminally Suspended License,1,TRUE
12BU004395,2/22/2012 2:51,Male,White,23,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",1,TRUE
12BU004406,4/6/2012 12:00,Male,White,28,Retail Theft (Misdemeanor),1,TRUE
12BU004409,2/22/2012 9:55,NA,NA,NA,Violation Of An Abuse Prevention Order,1,TRUE
12BU004409,2/22/2012 9:55,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
12BU004415,2/22/2012 11:34,NA,NA,NA,Simple Assault,1,TRUE
12BU004420,2/23/2012 23:52,Male,Black,27,"Drugs - Heroin, Trafficking",1,TRUE
12BU004420,5/17/2012 17:35,Male,Black,25,"Drugs - Heroin, Trafficking",1,TRUE
12BU004423,2/22/2012 12:55,NA,NA,NA,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
12BU004467,2/23/2012 0:36,Male,White,26,Driving Under The Influence - First Offense,1,TRUE
12BU004483,2/23/2012 2:01,Male,White,28,Disorderly Conduct - All Other,0,TRUE
12BU004483,2/23/2012 2:01,Male,White,28,Unlawful Trespass (Misdemeanor),NA,TRUE
12BU004483,2/23/2012 2:01,Male,White,28,Resisting Arrest,1,TRUE
12BU004485,2/23/2012 7:22,Male,White,18,Unlawful Mischief (Misdemeanor),1,TRUE
12BU004490,2/23/2012 11:12,Female,White,21,Retail Theft (Felony),1,TRUE
12BU004494,2/23/2012 13:40,Male,White,17,Retail Theft (Felony),1,TRUE
12BU004498,2/23/2012 13:10,Male,White,26,Driving With A Criminally Suspended License,1,TRUE
12BU004504,2/23/2012 14:05,Male,White,26,"Drugs - Depressant, Stimulant, And Narcotic - Sale > 100 X Dose",1,TRUE
12BU004506,2/23/2012 13:48,Female,White,18,Retail Theft (Misdemeanor),1,TRUE
12BU004514,2/23/2012 17:25,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
12BU004514,2/23/2012 17:21,Female,White,34,Disorderly Conduct - All Other,1,TRUE
12BU004575,2/24/2012 16:16,Male,Black,34,Aggravated Assault,1,TRUE
12BU004576,2/24/2012 14:50,Male,White,23,NA,0,TRUE
12BU004595,2/24/2012 18:30,Male,White,44,Driving With A Criminally Suspended License,0,TRUE
12BU004617,2/25/2012 1:12,NA,NA,NA,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",1,TRUE
12BU004620,2/25/2012 3:00,Female,White,40,Unlawful Mischief (Misdemeanor),0,TRUE
12BU004620,2/25/2012 3:00,Female,White,40,Simple Assault,1,TRUE
12BU004620,2/24/2012 23:47,Male,White,19,Simple Assault,1,TRUE
12BU004639,2/25/2012 4:44,Male,Black,26,NA,0,TRUE
12BU004675,2/25/2012 17:29,Female,White,25,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
12BU004683,2/25/2012 19:15,Female,White,40,Retail Theft (Misdemeanor),0,TRUE
12BU004687,2/26/2012 2:45,Male,White,43,Domestic Assault - 2nd Degree Aggravated,1,TRUE
12BU004693,2/26/2012 2:17,Male,White,51,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
12BU004693,2/26/2012 2:17,Male,White,51,Driving With A Criminally Suspended License,0,TRUE
12BU004693,2/26/2012 2:17,Male,White,51,Violation Of Conditions Of Release (Other),0,TRUE
12BU004697,5/10/2012 16:30,NA,NA,NA,Unlawful Mischief (Misdemeanor),0,TRUE
12BU004704,2/26/2012 1:10,NA,NA,NA,Unlawful Trespass (Felony),0,TRUE
12BU004709,2/26/2012 1:20,Male,White,20,Unlawful Trespass (Felony),1,TRUE
12BU004720,2/26/2012 8:56,Female,White,38,Domestic Assault,1,TRUE
12BU004741,2/26/2012 15:05,Male,White,27,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",0,TRUE
12BU004763,2/26/2012 21:48,Male,White,45,Domestic Assault - 2nd Degree Aggravated,1,TRUE
12BU004776,2/27/2012 8:52,NA,NA,NA,Driving With A Criminally Suspended License,1,TRUE
12BU004779,2/27/2012 10:22,Male,White,19,Unlawful Trespass (Misdemeanor),1,TRUE
12BU004789,2/27/2012 11:20,Male,Black,40,NA,0,TRUE
12BU004800,2/27/2012 14:05,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
12BU004869,2/28/2012 14:04,Male,White,71,Domestic Assault,1,TRUE
12BU004934,2/29/2012 14:27,Male,White,31,Escape,1,TRUE
12BU004943,2/29/2012 17:05,Male,White,24,False Pretenses,0,TRUE
12BU004947,2/29/2012 16:57,Male,White,43,Unlawful Mischief (Misdemeanor),1,TRUE
12BU004947,2/29/2012 16:57,Male,White,43,Disorderly Conduct - All Other,0,TRUE
12BU004965,2/29/2012 23:00,Male,White,30,NA,0,TRUE
12BU004973,3/1/2012 3:15,Female,White,23,Driving Under The Influence - First Offense,1,TRUE
12BU005033,3/1/2012 22:56,Female,White,30,NA,0,TRUE
12BU005046,3/2/2012 0:17,Female,White,28,Driving Under The Influence - First Offense,1,TRUE
12BU005048,3/2/2012 1:48,Male,Black,27,Assault And Robbery,1,TRUE
12BU005048,3/2/2012 1:48,Male,Black,27,Unlawful Mischief (Misdemeanor),0,TRUE
12BU005085,6/18/2012 1:50,Male,White,23,Uttering A Forged Instrument,1,TRUE
12BU005091,3/2/2012 17:35,Female,White,32,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
12BU005091,3/2/2012 17:35,Female,White,32,Violation Of Conditions Of Release (Other),0,TRUE
12BU005097,3/2/2012 19:51,Male,White,51,NA,0,TRUE
12BU005135,3/3/2012 4:48,Female,White,19,Driving Under The Influence - First Offense,1,TRUE
12BU005169,3/3/2012 14:51,Male,White,33,NA,0,TRUE
12BU005191,3/3/2012 19:42,Male,White,35,Disorderly Conduct - All Other,1,TRUE
12BU005192,3/3/2012 18:17,Female,White,49,Disorderly Conduct - All Other,1,TRUE
12BU005194,3/3/2012 18:29,Male,White,46,Retail Theft (Misdemeanor),1,TRUE
12BU005217,3/3/2012 22:29,Male,White,31,Unlawful Mischief (Felony),1,TRUE
12BU005222,3/4/2012 0:35,Male,White,24,Driving Under The Influence - First Offense,1,TRUE
12BU005239,3/4/2012 4:01,Male,White,21,Simple Assault,1,TRUE
12BU005255,3/4/2012 13:24,Male,White,28,Retail Theft (Misdemeanor),1,TRUE
12BU005304,3/5/2012 9:37,Male,Black,23,Driving With A Criminally Suspended License,1,TRUE
12BU005313,3/5/2012 12:48,Male,White,46,Simple Assault,1,TRUE
12BU005371,3/6/2012 2:00,Female,White,23,Driving Under The Influence - First Offense,1,TRUE
12BU005373,3/6/2012 4:58,Male,White,26,NA,1,TRUE
12BU005381,3/6/2012 12:10,Male,White,24,Violation Of Conditions Of Release (Other),0,TRUE
12BU005390,3/6/2012 13:12,Female,White,22,Retail Theft (Misdemeanor),0,TRUE
12BU005390,3/6/2012 13:25,Female,White,18,Retail Theft (Misdemeanor),0,TRUE
12BU005445,3/7/2012 6:35,Male,White,30,"Drugs - Heroin, Sale 200+ Milligrams",1,TRUE
12BU005445,3/7/2012 6:35,Male,White,30,"Drugs - Cocaine, Sale <2.5 Gm",0,TRUE
12BU005445,3/7/2012 6:35,Male,White,30,"Drugs - Cocaine, Possession  >2.5 Gm",0,TRUE
12BU005445,3/7/2012 6:35,Male,White,30,"Drugs - Heroin, Possession 200+ Milligrams",0,TRUE
12BU005445,12/19/2012 7:00,NA,NA,NA,"Drugs - Heroin, Possession 200+ Milligrams",1,TRUE
12BU005445,12/19/2012 7:00,NA,NA,NA,"Drugs - Cocaine, Possession  >2.5 Gm",0,TRUE
12BU005445,12/19/2012 7:00,NA,NA,NA,NA,0,TRUE
12BU005445,12/19/2012 7:00,NA,NA,NA,NA,0,TRUE
12BU005488,3/7/2012 21:30,NA,NA,NA,Violation Of An Abuse Prevention Order,1,TRUE
12BU005501,3/8/2012 0:30,Female,White,32,Unlawful Trespass (Felony),1,TRUE
12BU005503,3/8/2012 1:15,Female,White,24,Simple Assault,1,TRUE
12BU005509,3/8/2012 6:51,Male,Black,14,Disorderly Conduct - All Other,1,TRUE
12BU005515,3/8/2012 17:26,Male,White,50,Burglary,1,TRUE
12BU005515,3/8/2012 17:26,Male,White,50,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
12BU005515,3/8/2012 17:26,Male,White,50,Violation Of Conditions Of Release (Other),0,TRUE
12BU005515,3/8/2012 16:00,Male,White,23,Burglary,NA,TRUE
12BU005524,3/8/2012 16:45,Male,White,19,Petit Larceny From A Building/Residence/Structure,0,TRUE
12BU005524,3/8/2012 16:45,Male,White,19,Unlawful Trespass (Misdemeanor),0,TRUE
12BU005524,3/28/2012 13:45,Male,White,47,Petit Larceny From A Building/Residence/Structure,0,TRUE
12BU005524,3/28/2012 13:45,Male,White,47,Unlawful Trespass (Misdemeanor),0,TRUE
12BU005563,3/8/2012 17:30,Male,Black,15,Voyeurism,0,TRUE
12BU005573,3/8/2012 17:41,Male,White,32,Violation Of Conditions Of Release (Other),1,TRUE
12BU005585,3/8/2012 22:25,Male,White,34,Driving With A Criminally Suspended License,1,TRUE
12BU005588,3/8/2012 22:35,Female,White,23,Domestic Assault,1,TRUE
12BU005595,3/9/2012 1:00,Male,Black,52,Driving Under The Influence - Criminal Refusal,1,TRUE
12BU005595,3/9/2012 1:00,Male,Black,52,Driving With A Criminally Suspended License,0,TRUE
12BU005604,3/9/2012 5:07,Male,White,43,Driving Under The Influence - First Offense,1,TRUE
12BU005630,3/9/2012 13:49,Male,Black,19,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",1,TRUE
12BU005632,3/9/2012 13:30,Male,White,49,Driving With A Criminally Suspended License,1,TRUE
12BU005632,3/9/2012 13:30,Male,White,49,Violation Of Conditions Of Release (Other),0,TRUE
12BU005672,3/9/2012 19:15,Male,White,19,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",0,TRUE
12BU005690,3/9/2012 23:50,Male,White,52,Driving Under The Influence - Second And Subsequent Offense,0,TRUE
12BU005693,3/9/2012 23:49,Male,Black,46,Unlawful Trespass (Misdemeanor),1,TRUE
12BU005702,3/10/2012 2:23,Male,Asian - A,25,Driving Under The Influence - First Offense,1,TRUE
12BU005719,3/10/2012 3:15,Female,Unknown - U,47,Simple Assault,1,TRUE
12BU005740,3/10/2012 14:49,Female,White,26,Driving With A Criminally Suspended License,0,TRUE
12BU005762,3/10/2012 20:50,Male,White,30,Disorderly Conduct - All Other,1,TRUE
12BU005769,3/11/2012 1:28,NA,NA,NA,Domestic Assault,1,TRUE
12BU005824,3/11/2012 16:20,Male,White,48,False Pretenses,1,TRUE
12BU005824,3/11/2012 16:20,Male,White,48,Identity Theft,0,TRUE
12BU005828,3/11/2012 15:13,Male,Black,14,Unlawful Mischief (Misdemeanor),1,TRUE
12BU005832,3/11/2012 17:42,NA,NA,NA,Disorderly Conduct - All Other,0,TRUE
12BU005832,3/11/2012 17:42,NA,NA,NA,Negligent Operation,0,TRUE
12BU005832,3/11/2012 17:42,NA,NA,NA,Simple Assault,1,TRUE
12BU005849,3/12/2012 1:09,Female,White,51,Driving Under The Influence - First Offense,1,TRUE
12BU005870,3/12/2012 12:20,NA,NA,NA,Aiding Runaway Juvenile,0,TRUE
12BU005881,3/12/2012 12:59,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
12BU005882,3/12/2012 12:55,Male,White,13,Unlawful Mischief (Misdemeanor),1,TRUE
12BU005887,3/12/2012 13:27,Male,White,46,Violation Of Conditions Of Release (Other),1,TRUE
12BU005891,3/12/2012 14:18,NA,NA,NA,Violation Of Conditions Of Release (Other),1,TRUE
12BU005905,3/20/2012 20:00,Male,White,48,Grand Larceny,1,TRUE
12BU005905,3/20/2012 8:00,Male,White,19,Grand Larceny,1,TRUE
12BU005912,3/12/2012 17:10,Female,White,19,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",0,TRUE
12BU005933,3/12/2012 23:00,NA,NA,NA,Domestic Assault - 2nd Degree Aggravated,1,TRUE
12BU005933,3/12/2012 23:00,NA,NA,NA,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",0,TRUE
12BU005936,3/13/2012 1:02,NA,NA,NA,Driving Under The Influence - Criminal Refusal,1,TRUE
12BU005942,3/13/2012 2:40,Male,Black,34,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
12BU005942,3/13/2012 2:40,Male,Black,34,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",0,TRUE
12BU005942,3/13/2012 2:40,Male,Black,34,Drugs - Ecstasy Possession Misdemeanor,0,TRUE
12BU005944,3/13/2012 8:25,Male,White,22,Burglary,1,TRUE
12BU005974,3/13/2012 14:01,Male,White,17,Simple Assault,1,TRUE
12BU005974,3/13/2012 14:01,Male,White,17,Disorderly Conduct - All Other,0,TRUE
12BU005979,6/5/2012 6:15,Male,White,49,"Drugs - Depressant, Stimulant, And Narcotic - Sale",1,TRUE
12BU005979,6/5/2012 6:15,Male,White,49,"Drugs - Depressant, Stimulant, And Narcotic Possessing >1,000x Dose",0,TRUE
12BU005979,6/5/2012 7:05,Female,White,25,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",0,TRUE
12BU005979,6/5/2012 7:05,Female,White,25,NA,0,TRUE
12BU005984,3/13/2012 16:16,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
12BU006001,3/14/2012 1:23,Male,White,21,Simple Assault,1,TRUE
12BU006024,3/14/2012 3:09,Male,White,53,Domestic Assault,1,TRUE
12BU006085,3/14/2012 18:23,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
12BU006102,3/15/2012 2:29,Female,White,23,Simple Assault,1,TRUE
12BU006127,3/15/2012 14:15,Female,White,26,Probation-Parole Violation,0,TRUE
12BU006153,3/15/2012 19:40,Male,White,23,Violation Of An Abuse Prevention Order,1,TRUE
12BU006153,3/15/2012 21:31,Female,White,23,Simple Assault,1,TRUE
12BU006168,3/16/2012 0:00,Male,Black,22,"Drugs - Cocaine, Possession  Misdemeanor",1,TRUE
12BU006168,3/16/2012 0:00,Male,Black,22,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",0,TRUE
12BU006213,3/16/2012 12:08,Female,White,19,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",0,TRUE
12BU006213,3/16/2012 12:08,Female,White,19,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",1,TRUE
12BU006225,3/16/2012 14:24,Male,White,54,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",0,TRUE
12BU006225,3/16/2012 14:24,Male,White,54,Unlawful Trespass (Misdemeanor),0,TRUE
12BU006246,3/16/2012 18:33,Male,White,31,Petit Larceny From A Building/Residence/Structure,1,TRUE
12BU006298,3/17/2012 1:57,Male,White,37,Driving Under The Influence - First Offense,1,TRUE
12BU006308,3/17/2012 1:31,Female,Native Hawaiian or Other Pacific Islander - P,25,Driving With A Criminally Suspended License,1,TRUE
12BU006308,3/17/2012 1:15,Male,White,26,Simple Assault,1,TRUE
12BU006311,3/17/2012 3:45,Female,White,22,Driving Under The Influence - First Offense,1,TRUE
12BU006317,3/17/2012 6:07,Female,White,35,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),0,TRUE
12BU006322,3/17/2012 14:05,Male,White,49,Burglary,1,TRUE
12BU006324,3/17/2012 14:00,Male,White,49,NA,1,TRUE
12BU006329,3/17/2012 13:49,Male,White,23,Disorderly Conduct - All Other,1,TRUE
12BU006329,3/17/2012 13:49,Male,White,23,Simple Assault,NA,TRUE
12BU006332,3/17/2012 12:30,Male,Black,32,NA,0,TRUE
12BU006332,3/17/2012 11:22,Male,Black,32,Disorderly Conduct - All Other,1,TRUE
12BU006332,3/17/2012 11:22,Male,Black,32,False Information To A Police Officer,0,TRUE
12BU006335,3/17/2012 11:36,Female,White,19,Theft Of Services (Misdemeanor),1,TRUE
12BU006335,3/17/2012 11:36,Female,White,19,Unlawful Mischief (Misdemeanor),0,TRUE
12BU006371,3/17/2012 18:54,NA,NA,NA,NA,0,TRUE
12BU006413,3/18/2012 0:09,Female,White,25,Driving Under The Influence - First Offense,1,TRUE
12BU006433,3/18/2012 0:02,Male,White,21,Simple Assault,1,TRUE
12BU006433,3/17/2012 23:52,Male,White,20,Disorderly Conduct - All Other,1,TRUE
12BU006446,3/18/2012 1:08,Female,White,33,Driving With A Criminally Suspended License,1,TRUE
12BU006456,3/18/2012 2:32,Female,Black,19,Simple Assault,1,TRUE
12BU006459,3/18/2012 6:00,Male,Asian - A,24,Aggravated Assault,1,TRUE
12BU006487,3/18/2012 11:37,NA,NA,NA,Domestic Assault,1,TRUE
12BU006490,3/18/2012 13:59,Male,White,65,Retail Theft (Misdemeanor),1,TRUE
12BU006507,3/19/2012 13:49,Male,White,41,Violation Of An Abuse Prevention Order,1,TRUE
12BU006531,3/18/2012 21:31,Male,White,16,Assault With Bodily Fluids (Misdemeanor),1,TRUE
12BU006531,3/18/2012 21:31,Male,White,16,NA,0,TRUE
12BU006537,3/18/2012 23:40,NA,NA,NA,Larceny From A Person,1,TRUE
12BU006604,3/19/2012 20:28,Male,White,44,NA,0,TRUE
12BU006609,3/19/2012 16:10,Female,White,45,Violation Of Conditions Of Release (Other),1,TRUE
